"HONORING OUR VETERANS; Congressional Record Vol. 153, No. 174",https://www.congress.gov/congressional-record/volume-153/issue-174/house-section/article/H13513-1,11/09/2007,,153,174,H13513
"IN TRIBUTE TO THE WORK OF ANA PEIERA; Congressional Record Vol. 152, No. 56",https://www.congress.gov/congressional-record/volume-152/issue-56/extensions-of-remarks-section/article/E787-2,05/10/2006,,152,56,E787
"SENATE RESOLUTION 274--EXPRESSING SYMPATHY AND PLEDGING THE SUPPORT OF THE SENATE AND THE AMERICAN PEOPLE TO THE VICTIMS OF THE DEVASTATING EARTHQUAKE THAT STRUCK SOUTH ASIA AND CAUSED THE SEVERE...; Congressional Record Vol. 151, No. 131",https://www.congress.gov/congressional-record/volume-151/issue-131/senate-section/article/S11440-1,10/17/2005,,151,131,S11440
"DISASTER ASSISTANCE; Congressional Record Vol. 150, No. 116",https://www.congress.gov/congressional-record/volume-150/issue-116/senate-section/article/S9607-1,09/23/2004,,150,116,S9607
"HONORING THE LIFE OF JAMES (JIM) C. BENFIELD; Congressional Record Vol. 148, No. 148",https://www.congress.gov/congressional-record/volume-148/issue-148/extensions-of-remarks-section/article/E2047-4,11/15/2002,,148,148,E2047
"HONORING THE BEST OF RESTON AWARD WINNERS FOR 1998; Congressional Record Vol. 144, No. 50",https://www.congress.gov/congressional-record/volume-144/issue-50/extensions-of-remarks-section/article/E697-2,04/29/1998,,144,50,E697
"TYPHOON PAKA; Congressional Record Vol. 144, No. 1",https://www.congress.gov/congressional-record/volume-144/issue-1/house-section/article/H22-8,01/27/1998,,144,1,H22
"ANCHOR CONNECTION'S HEROISM ON THE FRONT LINES OF AMERICA'S DRUG WAR IS RIGHTFULLY HONORED; Congressional Record Vol. 143, No. 34",https://www.congress.gov/congressional-record/volume-143/issue-34/extensions-of-remarks-section/article/E488-2,03/17/1997,,143,34,E488
"IMPACT OF REPUBLICAN BUDGET CUTS ON RURAL AMERICA; Congressional Record Vol. 141, No. 165",https://www.congress.gov/congressional-record/volume-141/issue-165/house-section/article/H10698-1,10/24/1995,,141,165,H10698
,https://www.congress.gov/bound-congressional-record/1988/03/24/134/house-section/article/5109-5122,03/24/1988,,134,,5109-5122
"FAITH-BASED INITIATIVES; Congressional Record Vol. 147, No. 87",https://www.congress.gov/congressional-record/volume-147/issue-87/house-section/article/H3452-1,06/21/2001,,147,87,H3452
"ACCOMPLISHMENT OF THE HEALTH CENTER PROGRAMS; Congressional Record Vol. 143, No. 148",https://www.congress.gov/congressional-record/volume-143/issue-148/house-section/article/H9713-7,10/29/1997,,143,148,H9713
"Text of Senate Amendment 6604; Congressional Record Vol. 168, No. 199",https://www.congress.gov/congressional-record/volume-168/issue-199/senate-section/article/S10008-4,12/21/2022,,168,199,S10008
,https://www.congress.gov/bound-congressional-record/1992/05/14/138/daily-digest/article/281-289,05/14/1992,,138,,281-289
,https://www.congress.gov/bound-congressional-record/1991/05/09/137/daily-digest/article/163-173,05/09/1991,,137,,163-173
"STATEMENTS ON INTRODUCED BILLS AND JOINT RESOLUTION; Congressional Record Vol. 167, No. 105",https://www.congress.gov/congressional-record/volume-167/issue-105/senate-section/article/S4592-1,06/16/2021,,167,105,S4592
"Text of Senate Amendment 1381; Congressional Record Vol. 167, No. 42",https://www.congress.gov/congressional-record/volume-167/issue-42/senate-section/article/S1394-1,03/05/2021,,167,42,S1394
"Text of Senate Amendment 1380; Congressional Record Vol. 167, No. 42",https://www.congress.gov/congressional-record/volume-167/issue-42/senate-section/article/S1390-2,03/05/2021,,167,42,S1390
,https://www.congress.gov/bound-congressional-record/1987/06/09/133/extensions-of-remarks-section/article/15104-15120,06/09/1987,,133,,15104-15120
"Daily Digest/House Committee Meetings; Congressional Record Vol. 153, No. 145",https://www.congress.gov/congressional-record/volume-153/issue-145/daily-digest/article/D1283-1,09/27/2007,,153,145,D1283
"BILLS PRESENTED TO THE PRESIDENT; Congressional Record Vol. 146, No. 132",https://www.congress.gov/congressional-record/volume-146/issue-132/house-section/article/H10469-6,10/19/2000,,146,132,H10469
"HONORING THE MEMORY OF NANCY PALMER; Congressional Record Vol. 169, No. 198",https://www.congress.gov/congressional-record/volume-169/issue-198/house-section/article/H6071-1,12/01/2023,,169,198,H6071
"SENATE RESOLUTION 230--RECOGNIZING THE 102ND ANNIVERSARY OF THE 1921 TULSA RACE MASSACRE; Congressional Record Vol. 169, No. 93",https://www.congress.gov/congressional-record/volume-169/issue-93/senate-section/article/S1848-3,05/31/2023,,169,93,S1848
"CHANGING THE CHILD WELFARE SYSTEM FROM INSIDE; Congressional Record Vol. 168, No. 106",https://www.congress.gov/congressional-record/volume-168/issue-106/house-section/article/H5740-1,06/22/2022,,168,106,H5740
"ADDITIONAL STATEMENTS; Congressional Record Vol. 167, No. 72",https://www.congress.gov/congressional-record/volume-167/issue-72/senate-section/article/S2221-4,04/27/2021,,167,72,S2221
"SENATE RESOLUTION 104--RECOGNIZING THE CENTENNIAL OF THE 1921 TULSA RACE MASSACRE; Congressional Record Vol. 167, No. 45",https://www.congress.gov/congressional-record/volume-167/issue-45/senate-section/article/S1472-1,03/10/2021,,167,45,S1472
"Daily Digest/Senate; Congressional Record Vol. 165, No. 182",https://www.congress.gov/congressional-record/volume-165/issue-182/daily-digest/article/D1246-1,11/14/2019,,165,182,D1246
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 165, No. 177",https://www.congress.gov/congressional-record/volume-165/issue-177/senate-section/article/S6447-3,11/06/2019,,165,177,S6447
"ADDITIONAL COSPONSORS; Congressional Record Vol. 165, No. 18",https://www.congress.gov/congressional-record/volume-165/issue-18/senate-section/article/S743-1,01/29/2019,,165,18,S743
"END HUNGER NOW; Congressional Record Vol. 162, No. 176",https://www.congress.gov/congressional-record/volume-162/issue-176/house-section/article/H7278-2,12/07/2016,,162,176,H7278
"Daily Digest/House Committee Meetings; Congressional Record Vol. 162, No. 101",https://www.congress.gov/congressional-record/volume-162/issue-101/daily-digest/article/D710-1,06/23/2016,,162,101,D710
"TRANSPORTATION-HUD APPROPRIATIONS BILL; Congressional Record Vol. 161, No. 171",https://www.congress.gov/congressional-record/volume-161/issue-171/senate-section/article/S8124-2,11/19/2015,,161,171,S8124
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 161, No. 167",https://www.congress.gov/congressional-record/volume-161/issue-167/senate-section/article/S7912-2,11/10/2015,,161,167,S7912
"Daily Digest/COMMITTEE MEETINGS FOR 2015-06-03; Congressional Record Vol. 161, No. 87",https://www.congress.gov/congressional-record/volume-161/issue-87/daily-digest/article/D634-2,06/02/2015,,161,87,D634
"HELPING FAMILIES IN MENTAL HEALTH CRISIS ACT; Congressional Record Vol. 160, No. 117",https://www.congress.gov/congressional-record/volume-160/issue-117/house-section/article/H6749-5,07/24/2014,,160,117,H6749
"RESIGNATION OF VA SECRETARY SHINSEKI; Congressional Record Vol. 160, No. 83",https://www.congress.gov/congressional-record/volume-160/issue-83/house-section/article/H5059-5,05/30/2014,,160,83,H5059
"RECOGNIZING JAMES M. ``JIM'' SCOTT ON HIS RETIREMENT AFTER FOUR DECADES OF PUBLIC SERVICE; Congressional Record Vol. 159, No. 150",https://www.congress.gov/congressional-record/volume-159/issue-150/extensions-of-remarks-section/article/E1572-2,10/24/2013,,159,150,E1572
"INVESTING IN AMERICA'S PEOPLE; Congressional Record Vol. 159, No. 140",https://www.congress.gov/congressional-record/volume-159/issue-140/house-section/article/H6421-1,10/09/2013,,159,140,H6421
"DEALING WITH MENTAL HEALTH ISSUES; Congressional Record Vol. 159, No. 124",https://www.congress.gov/congressional-record/volume-159/issue-124/house-section/article/H5657-5,09/19/2013,,159,124,H5657
"RICH IN LAUGHTER IN HONOR OF RICH LITTLE AND HIS GIFTS TO AMERICA AND OUR ARMED FORCES; Congressional Record Vol. 159, No. 93",https://www.congress.gov/congressional-record/volume-159/issue-93/extensions-of-remarks-section/article/E973-3,06/26/2013,,159,93,E973
"EARMARK DECLARATION; Congressional Record Vol. 155, No. 112",https://www.congress.gov/congressional-record/volume-155/issue-112/extensions-of-remarks-section/article/E1910-3,07/23/2009,,155,112,E1910
"SUPPORTING THE GOALS AND IDEALS OF PROFESSIONAL SOCIAL WORK MONTH AND WORLD SOCIAL WORK DAY; Congressional Record Vol. 153, No. 54",https://www.congress.gov/congressional-record/volume-153/issue-54/extensions-of-remarks-section/article/E682-3,03/28/2007,,153,54,E682
"TRIBUTE TO THE REVEREND JAMES D. PETERS; Congressional Record Vol. 153, No. 8",https://www.congress.gov/congressional-record/volume-153/issue-8/extensions-of-remarks-section/article/E119-1,01/16/2007,,153,8,E119
"SUPPLEMENTAL APPROPRIATIONS; Congressional Record Vol. 152, No. 77",https://www.congress.gov/congressional-record/volume-152/issue-77/senate-section/article/S5904-3,06/15/2006,,152,77,S5904
"IN RECOGNITION OF THE BROWARD COUNTY 23RD ANNUAL SENIOR HALL OF FAME BREAKFAST; Congressional Record Vol. 152, No. 65",https://www.congress.gov/congressional-record/volume-152/issue-65/extensions-of-remarks-section/article/E936-1,05/23/2006,,152,65,E936
"HONORING THE LIFE OF MOTHER TERESA; Congressional Record Vol. 149, No. 143",https://www.congress.gov/congressional-record/volume-149/issue-143/senate-section/article/S12530-2,10/14/2003,,149,143,S12530
"EXPRESSING SORROW OF THE HOUSE AT THE DEATH OF THE HONORABLE PAUL D. WELLSTONE, SENATOR FROM THE STATE OF MINNESOTA; Congressional Record Vol. 148, No. 147",https://www.congress.gov/congressional-record/volume-148/issue-147/extensions-of-remarks-section/article/E1998-2,11/14/2002,,148,147,E1998
"HONORING MONSIGNOR JEROME BOXLEITNER; Congressional Record Vol. 144, No. 151",https://www.congress.gov/congressional-record/volume-144/issue-151/extensions-of-remarks-section/article/E2290-2,10/21/1998,,144,151,E2290
"DISASTER RELIEF; Congressional Record Vol. 143, No. 79",https://www.congress.gov/congressional-record/volume-143/issue-79/senate-section/article/S5404-1,06/09/1997,,143,79,S5404
"PROVIDING FOR CONSIDERATION OF H.R. 2811, LIMIT, SAVE, GROW ACT OF 2023, AND PROVIDING FOR CONSIDERATION OF H.J. RES. 39, DISAPPROVING THE RULE SUBMITTED BY THE DEPARTMENT OF COMMERCE RELATING TO...; Congressional Record Vol. 169, No. 70",https://www.congress.gov/congressional-record/volume-169/issue-70/house-section/article/H1960-2,04/26/2023,,169,70,H1960
"CUTS IN GOVERNMENT WASTE NOT MADE IN NEW BUDGET; Congressional Record Vol. 142, No. 57",https://www.congress.gov/congressional-record/volume-142/issue-57/house-section/article/H4180-1,04/30/1996,,142,57,H4180
"PUBLIC BILLS AND RESOLUTIONS; Congressional Record Vol. 169, No. 52",https://www.congress.gov/congressional-record/volume-169/issue-52/house-section/article/H1325-2,03/22/2023,,169,52,H1325
"ADDITIONAL COSPONSORS; Congressional Record Vol. 155, No. 109",https://www.congress.gov/congressional-record/volume-155/issue-109/senate-section/article/S7699-3,07/20/2009,,155,109,S7699
"DELAYS IN SENATE ACTION ON JUDICIAL NOMINATIONS; Congressional Record Vol. 144, No. 80",https://www.congress.gov/congressional-record/volume-144/issue-80/senate-section/article/S6521-1,06/18/1998,,144,80,S6521
"STRATEGY AND INVESTMENT IN RURAL HOUSING PRESERVATION ACT OF 2019; Congressional Record Vol. 165, No. 144",https://www.congress.gov/congressional-record/volume-165/issue-144/house-section/article/H7573-1,09/10/2019,,165,144,H7573
"PREVENTING CRIMES AGAINST VETERANS ACT OF 2017; Congressional Record Vol. 164, No. 45",https://www.congress.gov/congressional-record/volume-164/issue-45/house-section/article/H1570-3,03/14/2018,,164,45,H1570
"VETERANS' BENEFITS SCANDAL; Congressional Record Vol. 160, No. 78",https://www.congress.gov/congressional-record/volume-160/issue-78/house-section/article/H4819-1,05/22/2014,,160,78,H4819
,https://www.congress.gov/bound-congressional-record/1990/02/21/136/extensions-of-remarks-section/article/2252-2289,02/21/1990,,136,,2252-2289
"MILITARY CONSTRUCTION AND VETERANS AFFAIRS AND RELATED AGENCIES APPROPRIATIONS ACT, 2016; Congressional Record Vol. 161, No. 63",https://www.congress.gov/congressional-record/volume-161/issue-63/house-section/article/H2574-3,04/29/2015,,161,63,H2574
"DEPARTMENTS OF VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT, AND INDEPENDENT AGENCIES APPROPRIATIONS ACT, 1999; Congressional Record Vol. 144, No. 95",https://www.congress.gov/congressional-record/volume-144/issue-95/senate-section/article/S8330-1,07/16/1998,,144,95,S8330
"TRANSPORTATION, HOUSING AND URBAN DEVELOPMENT, AND RELATED AGENCIES APPROPRIATIONS ACT, 2016; Congressional Record Vol. 162, No. 77",https://www.congress.gov/congressional-record/volume-162/issue-77/senate-section/article/S2814-1,05/16/2016,,162,77,S2814
,https://www.congress.gov/bound-congressional-record/1990/09/19/136/extensions-of-remarks-section/article/25178-25194,09/19/1990,,136,,25178-25194
"Daily Digest/House Committee Meetings; Congressional Record Vol. 165, No. 71",https://www.congress.gov/congressional-record/volume-165/issue-71/daily-digest/article/D470-1,05/01/2019,,165,71,D470
"DEPARTMENT OF DEFENSE APPROPRIATIONS ACT, 2019; Congressional Record Vol. 164, No. 138",https://www.congress.gov/congressional-record/volume-164/issue-138/senate-section/article/S5715-1,08/20/2018,,164,138,S5715
"IN HONOR OF BLACK HISTORY MONTH; Congressional Record Vol. 164, No. 23",https://www.congress.gov/congressional-record/volume-164/issue-23/house-section/article/H898-5,02/06/2018,,164,23,H898
"ADDITIONAL COSPONSORS; Congressional Record Vol. 163, No. 181",https://www.congress.gov/congressional-record/volume-163/issue-181/senate-section/article/S7062-3,11/07/2017,,163,181,S7062
"Daily Digest/House Committee Meetings; Congressional Record Vol. 146, No. 26",https://www.congress.gov/congressional-record/volume-146/issue-26/daily-digest/article/D190-1,03/09/2000,,146,26,D190
"EXECUTIVE AND OTHER COMMUNICATIONS; Congressional Record Vol. 170, No. 180",https://www.congress.gov/congressional-record/volume-170/issue-180/senate-section/article/S6842-2,12/05/2024,,170,180,S6842
"SUBMITTED RESOLUTIONS; Congressional Record Vol. 169, No. 190",https://www.congress.gov/congressional-record/volume-169/issue-190/senate-section/article/S5550-1,11/15/2023,,169,190,S5550
"Daily Digest/Senate; Congressional Record Vol. 168, No. 185",https://www.congress.gov/congressional-record/volume-168/issue-185/daily-digest/article/D1153-1,11/30/2022,,168,185,D1153
"Daily Digest/Senate; Congressional Record Vol. 168, No. 184",https://www.congress.gov/congressional-record/volume-168/issue-184/daily-digest/article/D1153-1,11/30/2022,,168,184,D1153
"REMEMBERING THE HONORABLE ELLA SCARBOROUGH; Congressional Record Vol. 168, No. 98",https://www.congress.gov/congressional-record/volume-168/issue-98/house-section/article/H5338-1,06/08/2022,,168,98,H5338
"INTRODUCTION OF BILLS AND JOINT RESOLUTIONS; Congressional Record Vol. 168, No. 26",https://www.congress.gov/congressional-record/volume-168/issue-26/senate-section/article/S612-6,02/09/2022,,168,26,S612
"Daily Digest/House Committee Meetings; Congressional Record Vol. 167, No. 77",https://www.congress.gov/congressional-record/volume-167/issue-77/daily-digest/article/D469-3,05/04/2021,,167,77,D469
"Daily Digest/House of Representatives; Congressional Record Vol. 165, No. 162",https://www.congress.gov/congressional-record/volume-165/issue-162/daily-digest/article/D1103-1,10/15/2019,,165,162,D1103
"ADDITIONAL COSPONSORS; Congressional Record Vol. 165, No. 15",https://www.congress.gov/congressional-record/volume-165/issue-15/senate-section/article/S587-2,01/24/2019,,165,15,S587
"Daily Digest/Senate Committee Meetings; Congressional Record Vol. 161, No. 63",https://www.congress.gov/congressional-record/volume-161/issue-63/daily-digest/article/D459-2,04/29/2015,,161,63,D459
"UNANIMOUS CONSENT REQUEST--S. 1352; Congressional Record Vol. 160, No. 148",https://www.congress.gov/congressional-record/volume-160/issue-148/senate-section/article/S6374-1,12/08/2014,,160,148,S6374
"EARMARK DECLARATION; Congressional Record Vol. 155, No. 31",https://www.congress.gov/congressional-record/volume-155/issue-31/extensions-of-remarks-section/article/E301-2,02/23/2009,,155,31,E301
"Daily Digest/Senate; Congressional Record Vol. 153, No. 110",https://www.congress.gov/congressional-record/volume-153/issue-110/daily-digest/article/D953-1,07/11/2007,,153,110,D953
